petition_id,label_length,abstract_length,num_signatures
b134a5fba2fc3b4b81a348177ec132d532ccc5773d596af3e166baeead4a5c30,12,51,673
65da3434ed13af787760dc6fc2ec27419d7160e2b390b81bac8bc095f0f680d4,13,55,672
d866290cc3ac2ece50d64bd0c547c60fec56ba67961b142797d93a6f3e14b16a,11,51,672
3b51cba21a39cf6bf9be1179087f260302aef1de0567bd047d16f9686afe196f,12,50,672
ca9f2f7912630d3d43cfd3d6d7ae7763fe4e73d2aaddb9a433d16c392e556141,11,53,672
3aefb83db8c3a9541dd8bb225924c7afe99779e0379fcc21ae309ae1fff12fb6,6,55,671
f220f79c65642dbc825515017c73dcb894107b25c32458aafe29cbec75ec8b4a,7,43,671
4e6f02635b65b6eea6977171dc7e3b9a6bbc0f57d9b616dfa5a45f04a7506881,12,49,668
5a20652dd664e65f0292777169432a05990c5421891a00d157b1277607939a10,12,35,668
800c97d9670e2f3b65ca5a7645d945e67c034469012f55b0af181614acacd8e8,9,50,668
1e6eaf43640b2d676aae7fd717c8a7271892c6544e2e62e1a892c28cd3d3453d,8,46,667
18214d59cab659da41b4b934fc37cff97af815629a14acda8d154ada8424550c,11,45,667
fb51554d2b17801a7f634bb84eaab75cc09be1e2d47a105c88969efe6209427f,13,51,666
da5af07afbdeef7c39cb4e7aa498a74d42c769791b269b3191cf75cf57d54a85,9,32,665
2af722f4a3e2e30804b6da5e201d375e32669be77c4e5c58c54c017518624c49,11,40,665
ce82c3b7fb95b8c1583efdf09e204b040cb95475f986d1e2fef3b28718f5fc18,8,53,665
5860efbcc5b749aa8b04dded11857fd6dd936d470f6f09d6deb21a9521c4d96f,12,49,664
733d6438f2df59e2406130ea29cde39ddbed6b20eabb616436e597323123aa74,12,47,663
4d63eb6065f736e369eb8b9c0c284aa1c236257096ab14671e1a13e7e148b3a1,16,60,661
b2253d8bd5bab849bd85d2390ae8f6dd455461e36857c55b3cecb21ca36bc17d,12,52,661
be0b642740c58b62da602d81e1870a6ce43ef9cce26ff85745045682b5d64897,13,50,659
8b7033933e1549913a39af8bd724e008356f0f479e0dd4edd4d68abd8918c1a6,13,44,658
e0f2b28f029a536166f599c0089fe0f245f114dcb18435ddca48b661698b1cf2,7,45,657
f26ee44e66d562ad3406e9e9ce4500833360f70589323fd637fd3576b3f35d55,11,52,657
116b44847427e98357b54ad47e0237007fb57c0e6638dffe6717a8971494bff6,13,49,656
b951a83735c4801ff004b3919f97c595473d8fd552f28dba1d02186f7e8fd097,13,50,656
c3143bf5e2ab9e5d0a4324296f14d17c543b58d1a1a1b62dbc4adadfa7e3f33b,12,30,656
312ffab7ea38fc76e51b2c56059ccafbef5744af58231e7f58e0cf37ecf19c80,9,40,655
131c25e21fa2844a6afde2a34cd9ce3e0c174d1ed29798ab7a45912c332cad26,11,53,655
afa594a68582a31538fa441fa867f89e5c364244d5164a2bad2cf7827c5f3886,6,16,655
3af6b778f49a4ca990e92670c823d7e382eb7edebe3dc10b06dcc020bb0346e9,9,50,655
5fc1c40a36bc637c137341161a50365f9e6ff3e19a4596b61fa559861d07e51e,10,51,654
3b3efb4b7a52c864b36e531de0b8e9f3a908924f643f9b83e3b368562cf521d3,13,49,652
8cfe42d71b2881bf6e63f727cf4642c72d6e3de89f4de8c9e0eeef3471ad53ef,13,45,652
f9ce41f6c676ee531751782faa623ebb7fbc005c1c968984538c63a1d0e4c271,10,53,652
3719c3ddc9e686a5e2ed75ea0c433973aa2a28c27aa1e6e0f55ce1d233b226df,8,49,649
c7dfc7079c5eefbbf2db136357d5b8f8b2d97484e8f74cf75c9c1fc098fc87db,12,47,649
0d8f98f676a20f8ea1e9bfc5ac9ace12cbeca3d2c3caffe11f90bfc83c137a87,14,43,648
b6a81654402a1bb66e85670c2a252d67b8615176e9687dfcce01a8c43fa010a8,12,51,648
08771517167458c3172cb4e2ed65635e3a8a8b60db96278be6a0baeea2703b2c,9,47,648
a36098628ebe6e343ac22aa8e4862e10cd61d5e74d828fa1892d89b1cc53b56a,13,32,647
3d31fe42a40cae151ea9b8f480d4c524a7afcc511d05723d3f54b33ce6f4cc87,14,52,647
ec5daa8ccb8fe5d89ca67048f892f15330a806e6f867266c25f7b645ca9ef5e0,13,45,647
72079cf2c97471946c5d4ada6b41b3c16051b15d4f2b5ebe26a3dd5d8588d240,9,45,646
56896bf6536789158cff05080fe7390b857f9e49a5770b6711cd774dfdc9af52,9,53,644
4cb830b76e4c4363a188853eaaac7254501144b55f988cd6b2400297620d716b,16,52,644
5ac61d5f20177bff82a236d1ee230c95b003272d516f8336c6bbce74b7eb5007,11,52,643
cafab5c43afb2e69b4220a299db06f128925c692bbb4f9ceb2d5b42b6e59878e,11,50,643
ee5b045e282fe05522f05765d617985f0e7a5682785ea104c8055f9008bf1300,14,52,643
345f9510833af6e37d7e69b34891fd52ae8191ea6bf0f2e23e98ead03d39c4b8,11,49,642
04ac400fcfbc86cea41e251e75072e6ce3cbc7a68f1bc76021522abcbe02de58,9,47,642
2c5d1953221369a409776222e56a1109ccf604df266517e2f73463e8523d0f75,14,51,641
c7a3ee7b894ed183d8032ccf14e50b7f8d494cddc6eaec5fa2a039e660d8fdf5,12,21,641
0a02f33718d264eaf11be37323ac8c57dec878637725976d0846223095bceee6,11,44,640
d25c650ddf039492de475171f420b1599634d9f561659ac9003e5cebfea2076b,6,29,640
8ec3a4b454fcbfe3eb36ea76f1a7b274e0877f246fd61ff0231edfad0ebdf5e1,12,49,640
7ab66752e89ae237c966a8f7f07cfeaff2a3caa7fd9cad4698b03e19fde9459d,9,45,639
8657e2df6c022764b40a09f1af7dc24347321f9311b2f51c9843f4e671d10dd1,4,54,639
914bbe2fa3ac21816c3fa884a539c7e9ed1dd89c98a89559739124090afbe8a7,12,51,637
fad0bb01def15eebf9619525c464bd3cf04d5fd9a1502ac21a7667da062c77e3,12,48,636
66d65274e763085f4a3b7dc660f901218cfc35f689cf481b8bd1134456dd3806,14,47,635
c1a0b7de5a7654fe2ed656aa45a5928037616de6c650eebdc0696ef616d83d09,15,45,635
1a231cd594a08152417f380765071995ff94dbf4f1932265d145b23745e98d68,11,47,634
9ae3b1b3dcd47bffe3321df1e48b6ea53c9088392eb27006167f4dca1700db9f,10,49,634
ba0bad8c8ccabea4c11ae9ce9129bfad78debe0f5df85a217ca949f2ae36cf3e,9,36,634
4e357467edb986d7a6d021e3283a586b03b81b2e7b0fdcedae66bb4c88034d56,13,47,633
2bab6b367d4646284d43ef4265a1bd4ecc64efa15764be93987b24d4622925f3,12,43,632
8c933fe7d09f77c9159a59f533118de968f15ad22b9d048ecafe0f72ba185cb1,11,55,632
ad374d1d6f8b55a452ce87e60c97e359d9af18dcfa236713f1269a1430137a5e,11,45,632
e3b6eebb8299592b8b5afed6e4696f99d5da89783b8aea7fa59097560f8af7c6,11,51,631
cf1f4cbae16de8487852b3806d42ffbbffb4e8b84e2e6e4cdac019f6e3f17624,11,47,629
6984632eea51877456c2effcd3c110e5bde1521af45799b93f51c1992d23fb5d,11,45,627
2daaa375aa922e6914b0385bbe5562aca154fa75fa42387c46fd995614069179,14,47,626
d7c34b39c46a29d55567b59968956555ad0dd64861f75b17d333912132b92f58,9,46,624
43e8b48fab5c147231fc11e8ac909e2f2869315a4a264c22739d5a06578bcb98,11,51,624
62a4df4d51696af1c19d9084bfeebdbaa36b104189a1629a8de649b8781cb06e,12,40,623
07a2a8e9761255d67543fe09bfe0a7c86513dab0b6c74dc1154fa97f93f625d1,11,43,623
08c9d3b5ce5d2ffb9e821474cdaf323e5e06d4a0fd1a04aa3cfcdde945a9ce8f,7,50,623
21f2a8451bb2e8fa9fecfc69878835f49a1bd5da224b68a700a420778d696371,10,44,622
ba2c0c0cad47f50d0cd68fe704375a237b2893423dd137706ae6448f2edb45e7,8,48,622
84de3690cde8c6565e2907a9e933c72c083dc478f5bf192c986e2835d2d238fc,12,54,618
0d18fe2d7d3d14faa9791d117ec007678830903ffab18fddc8b7ac3a3e6b5403,9,53,617
80c1a3cacd22feb70ccb451d2051b78225b4911e38e0f5cb43952b474ee5dc77,8,26,617
1d17059faecdf584367535f6851c39120bd3159e0ca579c25a2cc1e1e2369e8e,16,44,616
a283e362a46bc51bcb2335de899fda71a0b83ad1ab39761125589e3b1b5fb7a0,19,52,616
6fc0f861b125b95136f50838912a28491c28f25e47bc6e728db40e1410ebc970,10,52,615
49e31091ea76b1116c6d7f166998f2bc10dd13170dd35e2dc5152641f59d6077,13,45,615
2f9bdfc5eba185e8fa9022b59f5225960ba08f18c6e6c67f984eb9d66119c2e2,8,46,614
63d36c705b5e04a4a6464110eeaa5f15aa7205be9e4472027f4c30a2107e8fd8,11,42,614
5b346daca86c3197cbb82324afbdd106477df7f4b33471791ec46434ac78cbf8,12,32,612
6f834f113ac4ab642f702eadda977681fad88619dae025d3fbce7e9ad8c1e20e,6,38,612
894dd3a24965b0e4a58cf2c0bc6b7928474fcb3ca7fb4d8043dbe276012864e2,12,54,612
a0a9aed660386a80fbf2022b193bcbcc9836d58b740a1de3b67763bbd40cfb53,11,43,611
9079e78eca605af8cc3f9b66bad9a82646e6e916610b8a78e20380a7e43f1d7f,12,50,610
bac33e5df3a78b1fa06691d875b06b7efe5215322a2b983a3d4f19488b4a593c,11,53,610
4f3c69ac68e8f2b9b3974882cfc6bdd1602743970c3b26ccd26669c5bbdac22b,12,54,609
5e546ae53309f20ccb5bb34af7fe07461bf15c1358d052fdd593241f2efdae61,11,53,609
10a8532928a32b7ea1c5175a68bd39f5144827f5e2ac34db1f35061ea60c9210,12,46,609
5f15685214d78d1e47398f9b8021e218bd84b3f043ded08b1f8b5757142eecf7,5,16,609
0b4be9e1751b231c7950448cefd6882075319715e0040c4aee44389e07294e3d,10,40,608
a609a815c0a55096a6d0edecb184e1970483068794aa8f12701113d952c13c67,13,42,608
0b03e6e189fe5ec872dbbcd6caeeb53aeb2dcfd65ada5cc7a62b15a5ab64d3ea,8,29,607
7e2dad9ccb4e448dd6b66004fd228cbd9fec04859cdfc3d6ea2ae334285fe70e,13,41,607
e81a82e984a43d5fd37d865930406ce4bf37aea9591b1c02c7d04ba0ca3717d9,8,48,607
7dbe2fce41ff85d1d3c94f0312dba8d2a01f8b7cf6320d6678affdf440976836,8,32,606
cd9c2d4f409d14a9df03535e84f9e805532f4b1eb3b903261da148b3d885f0f6,13,55,606
fc2116ce70cebd623b8302a5f7232c47422df7e489ffafc88c646475d0c74049,12,34,605
d9a7b2849f72fbad7f91255529a816d068bdbbc396fbf9122965aa593d79db4a,10,39,605
f89b1bf2b5b32da5a1adbb387d5d31467c7a1fa50739c121447f3dc3ecf6164f,6,54,605
d71dfaa3106a0fa4378c334c4544278825adb2a7f0554fa7c155cb325e21b851,11,45,604
e02c6ca0f5e4283f624b538d5d890194839ac52443e99dc4915c7dd48134df5f,11,45,604
2c3a7d27802051bac4db5d30bd46517693b76f95a7c55c3532ed78821ae4a392,14,24,603
966a0b42508f5d8434f56cc150224687a9a2f0495e91c59ce9082bf531e0d0b6,15,55,601
1a880a63f55762142c23265425b73ee0c61e2440f93696017fe9fa71e4df945c,13,49,601
6b0bb0c3223cb9f09779af7451e9c4b6c056c0c22cab03bb6b0d6db536d4d70c,16,58,600
310bb54fe4e2b545808b2f1c6aa885951d19ea67f90a62543e2856468643a32f,13,35,599
ec5f33bcc255e1b836f386ad6b9ddf23dccd3aaaffb44a0f049d287281e73589,9,53,599
3903dbff7a0e54667806703aa5f1bd5f131d2d46cfdb52709ec49eaca2c26be8,12,45,598
abfe54777f35d0b8e2db7e46a651e7ca7fd8ee32167ea88f9ad4bdf63068c39d,11,23,598
6340551cd085b3b89091557f6736d2f9f48cc4d0d5d3e3edab104b056a983cff,11,34,598
73b1e8e93789622edc121c39dec7ec84cdccc0bca6fe0863e49fc4163f76190c,9,54,598
019453b0e63f723456525d85f145eef57f325d165ae8a66fed0494a60f3a89d0,13,38,597
3e4d9aac15c4be5e2a111b3d48910d2f532f13478ff06e7198fc64ecc68bd850,6,36,597
ec863c512f886784e4a7c4503b652ceeea82dadfa182e450eb965fdb87ada701,12,39,597
6c8fca8485641aa3674aa470880753931b22ac1e1e4e0e56424cf42966ab0eb0,13,56,595
e3edf3d699e4a7f3a3ad14ae541fdfbf09a1df33ef114eb74607cf15ddee5976,12,43,593
7f337553f18bee15f5a62ae9971956abb2e09c35eb901f33aa139f04203344ef,14,52,593
32903afe68ef0d7e83bc1a4fb46ab9ab4ae8869512c60686c813971b86443b62,10,55,591
6ed9d9ea3150ad98d0c9d81e5246af989b0ceae06e217c9b1fbe4667237a5227,12,44,591
f25906ae72d0ebf09f6d414fdedc4c013a051bac972a4880880d9329f6a74061,6,54,591
86bf605f866efa89e0a923a6306fe95d367ee4ebe5c57bec571f4c93e78375cc,9,54,591
db3bd652aa41ed52b33680cfa830c27a984de90fab35325ed4f0d711e66d1f34,12,44,589
67c2d40a3e2ab8c35cc9c1ca05b16eb6c2ea1d50e2b0c028cb5c9541bfd3543d,12,50,589
ef99a563e48515715b24166fc69797a1e3a45203b74ed7b297907da771e3cc77,13,46,589
7dfc10fff148cf724b5c2de846d83bf148824f45dac5d4a91709df577cd28f80,15,41,589
c3b80b579357e0c5ffe8cca629374bee7067b7d55fc48caee5402b6c102cb2d1,11,13,588
ebd87f41ea561f9b8e4867714423435ffd22ba0368743b175362f629daef9860,10,49,588
8d462a9d2b3bdd112c9f5881c82dad5475319d300fc24158506797c9c485c6f9,10,51,587
f0df62b41b14dfa5600883807c36889e1ec2185926e346cbffac0fa9d481fb05,15,43,587
10d1dcbc20a81dd2c079b7427df8de4269b14f45b31e83484f3189d403437929,12,43,586
507a8832d66ec1d5d06e2fa0e1c34bd7ec15e10b67ecf69940666597a00d3d2f,13,18,586
870e6ee4555b347149ca5ba472d7c0d02e76738cd707cd6f7ec7dbc6600c33b0,15,49,586
4a9f0a0ea36dafe868f63cba5a8974fcad9ba3c36a96b183665dd083b6c31320,10,38,585
65e571d503805e2b79b92929d97abf187038ccf06ef1321aa0ca8f59e45b8fe8,16,50,584
08e3f49494bcad99ab660ab4754f3619a71e975f9f4bd2e04cc4004ff330bcc0,11,31,584
b38ccf252cb35e3a61ad44f0a54376da9bff0b8c9cc3a70cf4d4d2c879c34fd1,11,51,584
cdc682b1f82429c31bb3d4da6ad29a3c71dd9f7dd7f41f45203bbe5f60d7c6df,8,32,583
d40f70f42f9dd1a6b04279f763457958fae169063c0a2bde22efad20ef104d00,14,34,582
fcf944fa1fae3a3e864d82067f2dad250340d0f7ecbcabeef53794bcc1c2de49,13,48,581
d63710c106e00d91cc9ad5915f631a7e6857413dc7cfc842dbf41f137e623f26,9,33,581
3dd7a4a2d01b1593cbdb6249ce7a5bd09e5e2e4abc009c120e6b26e5a0860142,8,55,580
dfd5a43bdcf507d4a7ed3638b4469f181a0cbe84906f5f206b88ba9210e86901,12,32,580
65a8ca0c4bb509d7c147aa165e635198ac05d594f4c97c4d526f8b93b65ef591,7,49,580
d0fa267400a8dae4a9084b8cbefbe7e5e3e58c5aa6ebb8ea1b2daf252cf87316,10,43,580
4f2a962ee11410b25d32b11b81ff97ed38edd8967332cd36f0e894e6f25dc338,16,46,579
b9d8b3cd2bb8b6cd62f3a65f904950ce854554a46e328048617f1e478a534402,16,52,579
3602e3a682a2e4be29e9539209ffce2f98072aac6b3935953cbac52305190f3d,13,39,579
727337826c117727cc70557df8d4313b80a87760fb0c9713e17415c9db70fb48,14,52,579
16599974858a839cf0fba9daf286cd9fd17657d28d42d71bd2ac33e5aa11eeb2,12,53,577
116a79e0a66fcdbd1696859f07f4cd525c7f84df74c255d9c861b27dbcc737ca,13,46,577
fa91eafc887006dcfe373b66fbc6d56f133a3149f6ad513790cfaf3c5af8ab04,11,46,577
4e9b0bc27ca2d5883bafe6d8036db53977d06a224988b3265e38ee3b983c09ab,10,24,576
8668d6654801c2a53dcc12078563ce26487436f8c5ccccc5921cdb151a9003ac,8,29,576
cd7f7bbcc6605b6c372b8b9a245402ad501a86df226b7fd9fe9b822f43c972bd,14,50,576
efa68c5ea2a339cf4a6f23eeff7394ed7bc4cb78837fb5d49ac13ddf083e2753,12,60,575
2f8db39f5cf1fbd8af25a9bd0c862409ffbe49c2850de2801fa7f1ab400b000b,12,57,575
8b0b579e9e100d0634038166abfbecd9f4938e8734f699de9bf1a11f6a9cf4e5,13,44,574
8770c13ca4cf8bed1154203ac0de8b7d31e89c7fcec9c4b65ad083ea5041cf92,14,52,573
ffe5813c88e706c5f79162030d52a6f41ca860f099c419814d183de3c45a3f57,13,55,573
c27f7ac7d5f797b0c19540b085d7e89b1a0114c0f75edc0402a6ed6ed9215d67,7,33,573
64665b85b3386d90e0858a8814207bfb5d01a4572a1795dca782aae162c45723,11,45,572
dd68c6130646c508c1c53c515664b06152102d90e46e7478e59b52297aa3f932,13,10,572
6c9e7cab8b8bf3da514d9592bbcac44bf8a4e409394ec25545f37581c482727d,11,43,572
8557e0e305b05e505318267690d6cc7c53cf4a5923875b67ce7d0ac68ec3fe10,9,54,571
66f7df57b7f5214cd4e6d37d67c7eeedf2798912fbdde5eaf4334b00633f4fad,11,48,569
f39582f2b683ec570dc8eed518105262574c84dc1642e0eb0438b61c4b0b6352,10,39,569
2c2effe6d16ba3bd77ec79111ae935ba199c45222487fca5568bcfeaa8cb8bbf,10,50,569
a940985b4d0e3a9cddafacfac629869a2fa6fb91cdffbd9e9b7688e5fd750441,12,50,568
1f7ef5bd4245bae4e6572be995320fce1e7c60d06566c166b0bd8ab91937e0fa,12,53,566
a12c85406d78ed52207bc0767868f38547bf8a173abf54f2744183161ace4822,10,50,566
a9d9274da20ccb6a9ef5833a4326c66aac18a92ca266c9b55013eb5a4bef314d,11,51,565
8b14683b26ebe3de21883d79eee13a298945cd57403edd07c1e8fbfe3ea08748,11,56,564
25b1512a90d5d5ade6480869fba51df4b2a6dd07024c7b010cee42594ca5eeb1,12,55,564
11e8c9709ed22039b438653ce77f6f675668a837ca5d9ef21a81638f0d394be8,10,49,564
9d211a199a983cceacc82a8c18de986c5cf6b1bfbc5bff7cf6fe248cd8ee0919,13,52,564
a524cc2b9d3d05aceb517c2e0828397b532a6abfd531504f615518500f1b9c1f,12,46,564
d521d24f4e6d37b8136a3d314f209be824734d74e77a1867d3179d4e6e544347,11,30,564
82a4f623029887bc7175548db689f0ed13f3be89c24bc6fef21e514f62b0991a,8,53,563
3d416773e26814129f56a06ede128a6d8a44e31e7295c724e7ba59755d785f78,13,49,563
dbf6736469a0cce6a7263895afd24352165eed6b460af50183bc499e23dca647,5,49,562
9e089a56235a0462d9e7060b082eb07583422b5f40521732ec5a2af4fc46f320,7,51,562
8a17e507d074d563522d60514911565c2848776dedde763185fb1b4ab6057db8,10,48,561
7094bdd56a4cf19a052097232552e70631f5701c308763509879e8b1fb7d847a,7,47,561
9c91ecd450823ba058cc2bbb7ff476f9152bb4732b20205ee755f2ec24c60d32,12,54,561
83f667df18e75c58a18fdbe562b0b86fde44575b44a8f8ec03be69aa2c563f2c,10,41,560
974fbe05bb72eab52883379ac77aec3962d81fb9e0d1a63821df2b5467dc77d5,12,34,559
f5d8a151741cb4e00fde223075455a8caf5b9d92866f65df9e04ffb0beea547a,9,45,559
f7025330b174b68753f1969bbc65a0dd796155e810f0c591a6104ba9657347ba,11,51,558
9681fc95e7c710c814d36d5d31fec6e0fe3d2095a0f1ef37de892c9e8acc115d,11,57,556
271f602a9987ee3940e38a2f290d35c047f2e0db6b66edb1e6066e92da7597a3,13,47,556
ae8f89fcf46f46997f6536ac99706db1cc305f5be39026db308db97c3732175a,6,25,556
38bfe1b6318c4312f83da68e590f1f20a58c524a3a45382fc90cce1ead73307a,11,48,555
ae8f847aa42b6bba85cdf2f5bb539540321fd414528aff011b5ee4e2565ccee7,13,47,555
7ba2aab4147c06403be14c1c2537ae1abed9a029608cb42708918735a09536e2,15,11,555
1c0370a45edfc742e84a5d4f0cefe17d420be863c1078f9e5c5d394a1d76cd4d,9,50,554
e1cc0a0e9493319ccb6316582f0115c9cbd162e74110a8db824c429f916955ab,9,48,554
8879d0b081c9f47d5b04142fa40e3944a505be217ffb558587783b1d3d37f4f2,9,48,549
a09c3b27736523077823b57112e45f2f90146e845a6417d4bc433cb1cd59489d,12,49,549
eafd925651a08ee97309a577d2b3c0d0161080906b1ebeb5652c445e96f18c8b,11,46,548
f015165b37da5981854e38849e642e8e66d80467438b75bcaa160322acd31447,15,51,548
b062ae5ef9a38e6b142b0dcd8fa675dddbcdc79713b10399f7cbd53c616565bf,8,41,547
5b88d04e55ce16962c03230edad0e4e4766b456b70b6ebd26cd81c181455e21c,15,48,547
25fc07ba675a5b126c42832b31fb208080f90c751fdedcc8da3cbf7f4bb6f5a2,9,51,546
5b60bc4658db156428e7f6a2726e1adc26976108db4766403872c8e3631191c7,10,51,546
5f43596c71bfec1ba0fab39472f8178c56c9b74a47bcdf3e1c78b60796f2fe00,17,55,545
27b05a0b46c4e5efaa41c2f16ce98adecaed33a5712ea5f1ee73c044bbdf3216,15,31,545
b6c9e0f39c8caa00e92042ec81405a81e6a5e59eca17b54b0dfcfc605ae61fcf,10,42,544
b19a4a57c7c9612f1ddf1bdcf89c4e0410242f481578c8db06ebc858da599b92,12,53,544
6457c1d0c8a9d9c3447da8bf32ddb05cd82e391dc8f53780d42520299bf9c59e,12,46,542
07f5158b95728a713a51ba2d78d16cf9d2adf134fe1d1f3b407a3cb0c1a800a6,8,38,542
fafa7931d07a649c77b6bcdfc1a39634db9107e6d21822f18963a54852c27d11,11,48,540
2ed10535a62893cffb7ec065e5677098c8c1820be3acd66f8bbd980fb669a66d,11,52,538
a2b25b98d86d0e56d8212b45bea273771e4dbb1ecd2d24da41c0d8bd6d6858d2,7,55,535
784b688232c38c944ff90ab08e96d556d4751b54b23cf128c83ac64f1b4de8a4,8,46,535
46583fa2214caae14b4ed7f9c7212f4b35db1a32faddd48f5b4537b3184eacc0,10,55,533
e6ef99c5cc41496a8cf7217fab3f2b40d09867e28a29c8902f1668b50826870e,14,29,532
ea73a98b164548e8fe3bdae7bd739ca813e3f982c41161994e4cecba9fbd9817,13,36,532
679e63709ec172187f198dc4fd1866f61e4e09eb07470a2216f8928dca1c80df,14,47,531
ca8f08637def7678f04b0753512a91ad880bf0253cb4c15a3b71513f5ff34034,7,54,531
5d8bacf17ecd2dcb30b7ff98d82d96477adb21065d499e1a8eeceac5da7c507e,13,47,531
1661a12c7b6146f4e3b33357c68f17d7a571ca228713dd37290f2837ffebe2bd,8,32,530
af0e4c083493e90cdff9586bb7127488df64906c21839bb58b2852e20e14d68c,13,51,528
0861eb79fea05d663112459e9e0d59b6a57622e0277e4c65b5b1b98d1d53e997,15,49,528
6d1036fa9932fd83771064bf5eae243ba899ec31aef52f8530f121927a1d47fd,11,48,528
5c7fc4195d6ef467f22933a4ff0aa1df388f2b45a1f9d944632e2cfa9c754ff7,12,27,527
8eb2d3d7530847c4ca21a712f84a23411e74a2aca251dd39877723eba743cfe7,11,51,527
588845cb752b592e37871e909658bfee194456a9e7ec397044de6e58e3b7b57e,12,54,527
248270e1ddff25e01bfb63699a38b57c81e807dcf762be4e00f902157327a784,12,38,526
54dd2c5b3527f78104119f53b0193eb23522db9efc239aae04e4f537317fb2a6,9,35,526
c9d6043b81e119c27f8a8afccc811e7f3f09dda842c9804e267de0850e0193dc,15,59,526
7f1abefc00427154b8a41bd03e1613c5b37150ddeb3f5b8555cfdace4841149d,14,50,526
9990f59ae6e5c4a41e7676fb1d597d0e2df93ab18517e6f6d12726c918c94d4c,2,8,526
06dc9076cf0f81faa0651a00ce122bf769c1da3b98e530a6eb0dc35071b91bec,15,61,526
c8ca51e90726819c65fd2d2e7007439eccb38db2627c702881a83302c91d197b,10,38,525
97b2dc302e018e6dc4e4ccf638a6619bd08d04e36ca962f32ef08381131a8f9f,12,46,523
abdd87224a8bc34ad6b47907cca0f730a202d1970f3aa6382ee611aac15af5f7,12,30,523
58c9c4f67508ae96fdb12830f7b09d07711a32cbf3f7f400bbcb8e920efc9d98,11,50,523
4dcd7c0e72a5503ef4ee0d8dfb87f88cad1cc33a167c199566c35114871e4297,12,52,522
00acce0dead5f1056b9ab5eb41e0afae37b6cc7ae10549a04d8f9a2645fb5573,6,54,521
7a86d3d5f94155d7063d2092e405c4b629bc7993f24bc6c1d7a5195eabcbc402,11,49,521
9c953300572707955ca0322255fec12fe409d6fd8759a4cadb5a62ec80199f4d,10,45,521
0336d94ab3a9e09b8ecc5406fac240428aeb728788e13c7164038a28af956548,6,60,520
2b4c039ad4024ca6e75cd22c56b2e88f23b2cf11bfccb4cc81c57e4313031309,13,54,520
e7bae3ac51c3d450fc51d7c9eefd23e4f6aad597e2a631cd75b3cd67648a6f39,10,1,519
6fa552af34ef0c76dfef1a0128f03e2dfcacd221464f71d2c6092dbed65bd307,12,54,519
bd04c2599d2c512201a89ff2730bb32b60068f745b319c70877aa43592b73bd8,12,46,517
8f0d1ec4cee502ef79ae9538c4a48a1e160e223b84391d744c5d3adfd832623b,6,50,516
11317e007f51b26fcb7a9210375376e56878101f62ea3b1f049da9d6955d7357,12,39,515
8a63169ea255ed455b2e9488c35f728ba0b8379b3a31688dff8a64e8a49cd398,14,50,515
5a56a0a763b9b78924cae06afd3e202766878b991c7fc6d01068c165e5a18b9b,7,45,514
1dea81420a9166187d7c51d6bcb3e699025d45a26bcd8322ca3353d0480113e4,12,32,514
9f7a2189b12ce4cf8bfd83469cf562941d728c568807021d005baee983618345,14,35,512
0ec3c78cba4de1d99bb5e63bdb9a35db3e3db061e2a51939306357a2ba782e73,10,49,512
64307a6c18e868efc82d8d71306a77bdd4f40fa8bfacedc837bacffe47190c2f,6,51,511
e57f1be45545d1d47f33de3127e22c06a8748832e2b24c4e27decc8bd0723b51,12,31,511
1bc539da1d7dc3c15c02ed5fd43c086f2b422d225448d7c978356655bdc5accb,12,53,511
b86e75023702fe69b852e5acfb3d86ad4e1db5f708b5438c44bbdf15b1966b0c,7,17,511
057770300154d616abc7441776add39eca4b36fc02c8a34ad12106355614f383,13,49,510
773897842d51fe89ca6aee83f97bfcaa94c34c25cd32a4efb23af3664f985f19,14,51,510
bb8670689920b50b0a48963d97f30aff4a989659796142c87724d70dad51f20c,12,48,510
d17ddaecf41fbec4f255779741ca2174f9f7696e227bd8ecbcf570a388bf902b,10,51,510
a5db61e5e13ab9116cd55c06477140d97929cc80203a3785d605e0b4d1583343,14,42,510
63971261937754ccf2c286f2235834c2262b87c1ff03aa1dc970ab1fd41e24d6,12,45,509
a72ba97d4bcc91987a15a1e1e79879fac66841c74b4d706cda060d6668ed07e0,4,44,509
dcc487dcac542ecbb26b8969a3d5cd205dc289fcca6aebbcc8832f5617c18e8f,17,58,508
2b053f5dbdbabadc19e745c02a27ee9a261e54124916a2482b58626ddecb833b,8,24,508
f20045ae29b6ff75e334f92a204019bc7235c9ef636fe5e33fb4b4a586deda3d,11,30,508
48dfb4242a9ad9d90f55ef4ac6f86e14628b35db2524bf51b2aecaeeabf031ac,4,54,508
ca64a68727152be99c97549dc170fa9cbeb9eeffc2c82cf9132593b44345dba0,18,42,508
9c4b9d8b01c98910e4893292f14336b188747c44bf2cc88a41380f065f9a58dd,14,52,507
b8370f8775de165bda6e75ee23cffb021abdce0681c55fcf51601262975f020a,13,51,507
0a76eae4ffa65dce7551a69a1f1dfce0973335bade3441000b1224a3b9cbcd54,12,34,507
2b5788957a6ad8d107b8ad0f38ccd5e821376f5cdc42ddde008e018a6ba237f2,14,50,507
bed6d18795bd006e028ad8e0dd9a6c92db0a41ffc1834323cd43c9b9025c9f59,13,46,507
098a281f277a929692bc31eec406a02defb1e33bceafb7ab5b7b1bab6a1e6c0e,11,35,506
