petition_id,label_length,abstract_length,num_signatures
fa0bc047e3db4bbd6a8fe1e66943069620f86bbde5acb6d12f0883b6bd04e261,11,46,29876
441210d028ab59335f1b0a40ceb627021806048cb4cb64c3ee1ab0022b6bd63b,13,47,29843
204575e76ad92a90c76b783ec6f6f8aaf95a40efc72fd82b004d0e3eb0343b16,8,51,29775
0c7a8f933f3ca5ce342c959969759f0edbafa8de0a3c91b474b821e54eacc15d,14,45,29634
cbec9c5d80eb50b10a07f21ab562c529d210aefbcc03961bff3438cbcc6c9683,16,38,29613
52178e50a6e5b8086a20fe2a74ea2304f4382effcfc3e132cde5e9f77d011db8,11,52,29463
e223d0ae16a9cf8f08fc4ba542234131c8324f034e268f3bd76a0f70f9fab287,11,47,29423
ac9898a2bcffcf2dc26d702df2f233d5b440d82185059b02281ab2b5569d46b5,14,48,29258
e258914d220ac2add1ed1a7a386f2f68dc15f0cddfebe027af205ad74a3378d1,4,43,29200
6df2216e6c62908279093c927287b5dea41c44faf78f330615e89f0ce8aee5e1,7,46,29114
ac6fb85700230dc72f0c1d8ee429b53f5fa40e6792819ca94b9f0333f93afd2c,11,27,28986
3807113b90ea3761dbd3d71e2f333126c6776dcc2f559b8b454ebf08983218f6,7,54,28960
c8a0f1ac924f48929d755c683a98ecb5deed9dfc8d787aea6a399c0d692b50f9,8,55,28935
2928317ee6270d3fe3da5132d86b6f4528663906819f8221ced9fa760bcb18b6,10,53,28807
6cf329385d404c3cfd9729b5e2280962f87d2421fadbcde98616000fd270f8c1,12,43,28678
8219b7f41c11ebedb2c32ed05156da862d7d3f4cb34a6c0e75b1250681816aaa,8,46,28643
c1d5198dea964716363cd2b65f84ad9b4272da13708e6cc29ba10aaee02e20dd,9,40,28609
4e16f7b4a92f78b9054b5a7342ef6ebc94784f9be3668aff993195e2a195b66f,11,50,28589
3764145cebb97c5eaefaf0cf1b54b7d6863ec09f68fd2f008fbbf5f91955514d,9,47,28546
3f71143c96448092e7da23104c1a2e439e7b870b9c4982b00aabeb99eac40b3f,12,52,28410
9e613dbb351fc904b139eb4888c9e77c57e92b0e019d1784051b466917f2e708,16,50,28214
29ca0c374928d7281122ba75a417765d353e0963830027e82ed75be64d040cb3,10,52,28118
67b91c60340b2d526e466b4101df89268fc4f80a3f1e3f9fc5243f00edacc872,14,45,27885
614c4938e3e8a317dd46e0c3ccd19bb7c4283e234bd512c06e7496a3b227803b,9,47,27868
39e36092a3eabb73dc6d67017d0f31334ceba98279e65431870dd1c974b1f2f3,13,53,27695
9312dbecf302f2e51350f1f915566a438265c41f78c9eee39d8c99c1b3d4f687,8,58,27605
c08735b9f15c0fd60032498ca2e673722499c0a6a4fdf3ea5899a44f98ae8bd3,14,49,27525
c56791b94c0acf9937183112b34ea3dca508c43a60db65068eab712e40923fd6,13,46,27509
7264137dbb97f6f7639f876b38d082d0d2113027eca4f70ae5f22778d6be7093,12,51,27502
28c9e3a8d01305399897093139a20931f1d1a63179dea448c4ef13c715214f71,7,43,27277
df2ce7ad807401dc0cd57c7234fc0cb5a8c7dc92b02fcd51264df92128f6e116,12,49,27211
2e5d69951b9261f7f9c946590e78c6167ae6dc34f82823356195810d794b638f,12,42,27151
62f9e8a4309baaed9887f148c0efe371522f2fc4434629ac9ab5d71bd759bf5c,15,53,27005
b07189b8d75133e018347c0e8e2de50dd2e96595a9e2fbd00c81b46200b86934,13,33,26951
edae17ef72ebe11b4db069b36c8aa29b576a3ba4844149aac50222410223cdc4,9,31,26754
0a9d4c36fd8aa1fd3299e66e05edba5348d40d79e9b3801fe64ae93e1ea8bc24,9,41,26741
c1d893b0b61ce21742ca69214b7280bc31fae844d8912b4c820cfeccd037fde6,12,39,26712
6bbb5a3ad2c224808bd59d1065135b3f98c1c0fc630fc86ffae62a38cc50616e,12,52,26459
543e956c82ed66070878316f9a5da9f2e9f55618434367890c8d2ad70487b3ce,12,50,26073
dc82966992811250f7fda575270a8bc3bd97d17cb70f9623bf3804f163d27f0b,10,27,25897
a6078d37db42eeb845aebd7178ead1a947a9987a300b3d6cfc5beb2dbdab7eb8,10,56,25858
4669362febbb4e7df214ef4cf4a908eb21c1238955db139c3fc698e067ccde8b,15,22,25834
08fdb6a9f2581d3f8ecbb08046ff8bd9a7a76fc12ab25ba5651cfe594065f579,6,8,25638
4a0a8fb8f3974699209567406a94fca0e9f904cc6357e2bffbb52a775a716aae,13,49,25533
5a35d06bfbe88c3cf1619ef12565342453ae84d73c681b5c1ed9857415bb0992,14,50,25528
1d5b58a050381c1e3eb9718d4ef127925212f40f96cab8fef8c0aa1ddf680123,13,52,25378
e665441133a78c6ac2f9ae5f1315c781d51ea4a72cfaedeee65b6ec9abcc0a4c,11,32,25349
310bb8579f13ba5061bccb0dc45fc7b46b1f6f75730a6f17407e25cfccf47978,8,26,24941
63babba4607ae408037f5654091ad679c09c384218a9514a311643508c9eaa70,11,43,24575
7ab41de470ccb007c8e951388ccda60aab7c7370a9ab6cd8f4eb97e5eae8c8f1,13,43,24540
4f4186380ad9b02b6aee97177c0f5ede71be08e2e5a61e0bad0f36de7ea95508,12,48,24398
2892a90e4fef599e026e25dbb8cfa9ff210ea3bc50e16a473a374f4354371070,5,45,24194
080b0e00cc3aaf94e2275330c07885e4ca167ebaae588b07a2cfb466573786fe,12,47,24126
3867fc9ef7cd197e930d80cc3dafc97b8dc179b56930fa18abab6dd6910464eb,11,42,24091
70783a96ac440a5c5cee5f62f19896ebae3c1230961b99230685a33072a7f8de,11,45,24015
6a5540958b760900d85a886ff6a320fb1ad8150a0b4d4a687dd4129b75aad45b,4,29,23942
8df7362a6c7455aaba5b48d005a04b25b04e222c8c12173cbec7649c3fd8e7c0,10,50,23834
e1b862cdb9dc0f056bfe245a3407462d8df58efb5992c42cf5b78c9ef71bff69,14,56,23749
04ce7e1c3e092c548f324bd34d1972a01ee84b78ce9b07b112c66dd57f3a5f02,14,47,23740
750f6eeecf07672d4be3c93e085ac796f06c30299052650e3505941898ec3427,10,53,23686
0ffa9ad44b1fd7769b053275d8ba7909e6f1a21085ac463c7233d7e4515ad350,7,18,23508
0b1686311e0db226c37eedd3291d7c3f942b943cc93f987c2cadd5dfac4c1368,3,52,23414
99ab7a44600ffd93b1d0628356cf19f31af42609b6124d0c0b30f3629a8ce199,15,51,23297
99a51d8d7b68412bd2e1a79178c274276eb78927ffa30179550669f5029482e1,6,51,23242
2906b003dc74b4626bfce20a8f521fe7fd8b8d1068c2bae0f6f1fc956c22d2c6,9,48,23218
